Station,StationDescription,CBSeg2003,CBSeg2003Description,CBSegmentShed2009,CBSegmentShed2009Description,HUC8,HUC12,FIPS,State,CountyCity,USGSGage,FallLine,Latitude,Longitude,UTMX,UTMY,LLDatum
"JMSAWCD.CR5","Carter Run 5; Intersection of Cliff Mills Rd (Rt. 681) and Piney Mountain Rd (Rt. 678) bridge over Carter Run",,,"RPPTF     ","Rappahannock River-Tidal Fresh Region","02080103","020801030202","51061","VA","Fauquier",,"A",38.72454,-77.91048,246978,4290231,"NAD83 "
"JMSAWCD.TR1","Thumb Run 1; Main branch of Thumb Run at Rt. 736 bridge; 1.5 miles south of Rt. 688",,,"RPPTF     ","Rappahannock River-Tidal Fresh Region","02080103","020801030104","51061","VA","Fauquier",,"A",38.74734,-77.98956,240185,4292984,"NAD83 "
"JMSAWCD.TR10","Thumb Run 10; East branch of Thumb Run at Rt. 647 bridge",,,"RPPTF     ","Rappahannock River-Tidal Fresh Region","02080103","020801030104","51061","VA","Fauquier",,"A",38.80287,-77.95671,243240,4299055,"NAD83 "
"JMSAWCD.TR2","Thumb Run 2; Main branch of Thumb Run at Rt. 688 bridge",,,"RPPTF     ","Rappahannock River-Tidal Fresh Region","02080103","020801030104","51061","VA","Fauquier",,"A",38.76608,-77.97693,241350,4295028,"NAD83 "
"JMSAWCD.TR3","Thumb Run 3; West branch of Thumb Run on Rt. 647; 1 mile north of Rt. 688",,,"RPPTF     ","Rappahannock River-Tidal Fresh Region","02080103","020801030104","51061","VA","Fauquier",,"A",38.79410,-77.97416,241692,4298131,"NAD83 "
"JMSAWCD.TR4","Thumb Run 4; West branch of Thumb Run at Rt. 635 bridge; 0.5 miles east of Hume",,,"RPPTF     ","Rappahannock River-Tidal Fresh Region","02080103","020801030104","51061","VA","Fauquier",,"A",38.83345,-77.98868,240574,4302540,"NAD83 "
"JMSAWCD.TR5","Thumb Run 5; West branch of Thumb Run at Rt. 688 bridge; 1 mile north of Hume",,,"RPPTF     ","Rappahannock River-Tidal Fresh Region","02080103","020801030104","51061","VA","Fauquier",,"A",38.84808,-77.99720,239888,4304188,"NAD83 "
"JMSAWCD.TR6","Thumb Run 6; West branch of Thumb Run on Canaan Rd west of Rt. 688",,,"RPPTF     ","Rappahannock River-Tidal Fresh Region","02080103","020801030104","51061","VA","Fauquier",,"A",38.86648,-78.00363,239397,4306248,"NAD83 "
"JMSAWCD.TR7","Thumb Run 7; West branch of Thumb Run at Moss Hollow Rd. (Rt. 728) culvert",,,"RPPTF     ","Rappahannock River-Tidal Fresh Region","02080103","020801030104","51061","VA","Fauquier",,"A",38.88520,-78.02510,237602,4308388,"NAD83 "
"JMSAWCD.TR8","Thumb Run 8; East branch of Thumb Run at Rt. 732 culvert",,,"RPPTF     ","Rappahannock River-Tidal Fresh Region","02080103","020801030104","51061","VA","Fauquier",,"A",38.84394,-77.93862,244958,4303563,"NAD83 "
"JMSAWCD.TR9","Thumb Run 9; East branch of Thumb Run at Rt. 635 bridge",,,"RPPTF     ","Rappahannock River-Tidal Fresh Region","02080103","020801030104","51061","VA","Fauquier",,"A",38.83100,-77.93443,245275,4302115,"NAD83 "
"3-CAT011.62","(Ntid) Cat Point Creek; Rt. 637 Bridge","NTGISS","NonTidal Station Outside of Segment Coverage","RPPMH     ","Rappahannock River-Mesohaline Region","02080104","020801040401","51159","VA","Richmond",,"A",38.03972,-76.82722,339654,4211797,"NAD83 "
"ACB.CP1","Peach Grove",,,"RPPMH     ","Rappahannock River-Mesohaline Region","02080104","020801040401","51159","VA","Richmond",,"B",38.08139,-76.84611,338089,4216454,"NAD83 "
"ACB.CP2","County Bridge",,,"RPPMH     ","Rappahannock River-Mesohaline Region","02080104","020801040402","51159","VA","Richmond",,"B",38.03917,-76.82750,339629,4211737,"NAD83 "
"ACB.CP4","Newline Bridge","RPPMH ","Rappahannock River-Mesohaline Region",,,"02080104","020801040402","51159","VA","Richmond",,"B",37.98389,-76.80944,341094,4205572,"NAD83 "
"ACB.CP8","Naylor's Point","RPPMH ","Rappahannock River-Mesohaline Region",,,"02080104","020801040402","51159","VA","Richmond",,"B",37.97444,-76.85389,337169,4204600,"NAD83 "
"ACB.DEEPRUN_FA","Deep Run near Fredericksburg Academy",,,"RPPTF     ","Rappahannock River-Tidal Fresh Region","02080104","020801040102","51177","VA","Spotsylvania",,"B",38.25180,-77.49110,282021,4236688,"NAD83 "
"ACB.ENGRUN","England Run",,,"RPPTF     ","Rappahannock River-Tidal Fresh Region","02080104","020801040102","51179","VA","Stafford",,"A",38.33180,-77.50710,280862,4245604,"NAD83 "
"ACB.FOR1","Hazel Run; Alum Spring Park",,,"RPPTF     ","Rappahannock River-Tidal Fresh Region","02080104","020801040102","51630","VA","Fredericksburg City",,"B",38.28980,-77.48160,282966,4240883,"NAD83 "
"ACB.FOR16","Horsepen Run",,,"RPPTF     ","Rappahannock River-Tidal Fresh Region","02080104","020801040101","51179","VA","Stafford",,"A",38.34861,-77.58056,274492,4247647,"NAD83 "
"ACB.FOR17","Motts Run Landing",,,"RPPTF     ","Rappahannock River-Tidal Fresh Region","02080104","020801040101","51177","VA","Spotsylvania",,"A",38.31361,-77.54056,277881,4243665,"NAD83 "
"ACB.FOR18","Rappahannock at FOR Beach",,,"RPPTF     ","Rappahannock River-Tidal Fresh Region","02080104","020801040102","51630","VA","Fredericksburg City",,"A",38.32111,-77.48889,282422,4244375,"NAD83 "
"ACB.FOR4","Rappahannock River (tidal)","RPPTF ","Rappahannock River-Tidal Fresh Region",,,"02080104","020801040203","51099","VA","King George",,"B",38.19020,-77.20100,307246,4229208,"NAD83 "
"ACB.HAZRUN","Hazel Run",,,"RPPTF     ","Rappahannock River-Tidal Fresh Region","02080104","020801040102","51630","VA","Fredericksburg City",,"A",38.27963,-77.49983,281341,4239797,"NAD83 "
"ACB.LILTOT","Little Totuskey Creek RT 620 Bridge",,,"RPPMH     ","Rappahannock River-Mesohaline Region","02080104","020801040501","51159","VA","Richmond",,"B",37.92623,-76.71998,348833,4199024,"NAD83 "
"ACB.RRMC","Myer Creek","CRRMH ","Corrotoman River-Mesohaline Region",,,"02080104","020801040703","51103","VA","Lancaster",,"B",37.69492,-76.49975,367778,4173024,"NAD83 "
"ACB.TOT1","Totuskey Creek at Moore's Mill Bridge",,,"RPPMH     ","Rappahannock River-Mesohaline Region","02080104","020801040502","51159","VA","Richmond",,"B",37.91293,-76.65738,354309,4197449,"NAD83 "
"ACB.TOT2","Totuskey Creek","RPPMH ","Rappahannock River-Mesohaline Region",,,"02080104","020801040502","51159","VA","Richmond",,"B",37.92603,-76.70908,349791,4198985,"NAD83 "
"ACB.TOT3","Totuskey Creek at public boat landing","RPPMH ","Rappahannock River-Mesohaline Region",,,"02080104","020801040502","51159","VA","Richmond",,"B",37.92363,-76.72068,348766,4198737,"NAD83 "
"ACB.TOT4","Totuskey Creek at the bushes","RPPMH ","Rappahannock River-Mesohaline Region",,,"02080104","020801040502","51159","VA","Richmond",,"B",37.88604,-76.73628,347317,4194591,"NAD83 "
"CRR000.79","(Tidal) Shallows Off Of White House Creek Near The Mouth","CRRMH ","Corrotoman River-Mesohaline Region",,,"02080104","020801040703","51103","VA","Lancaster",,"B",37.65730,-76.48955,368611,4168836,"NAD83 "
"CRR003.38","(Tidal) Deq Long Term Monitoring Station In The Corrotoman","CRRMH ","Corrotoman River-Mesohaline Region",,,"02080104","020801040703","51103","VA","Lancaster",,"B",37.68842,-76.47442,370000,4172268,"NAD83 "
"CRR004.02","(Tidal) Station At Edge Of Pier Just Before Split Of Eastern And Western Branch","CRRMH ","Corrotoman River-Mesohaline Region",,,"02080104","020801040702","51103","VA","Lancaster",,"B",37.69735,-76.46817,370567,4173250,"NAD83 "
"CTM003.69","(Tidal) Uppermost Navigable Reach Of Eastern Branch Of The Corrotoman River","CRRMH ","Corrotoman River-Mesohaline Region",,,"02080104","020801040702","51103","VA","Lancaster",,"B",37.72887,-76.42558,374375,4176689,"NAD83 "
"CTO004.91","(Tidal) Uppermost Navigable Reach Of The Western Branch","CRRMH ","Corrotoman River-Mesohaline Region",,,"02080104","020801040701","51103","VA","Lancaster",,"B",37.74677,-76.50003,367845,4178778,"NAD83 "
"LE3.1","(Tidal) Vims Slack Water; Buoy #11","RPPMH ","Rappahannock River-Mesohaline Region",,,"02080104","020801040602","51119","VA","Middlesex",,"B",37.75925,-76.61592,357659,4180333,"NAD83 "
"LE3.2","(Tidal) Long Point Upstream Of Buoy #r8","RPPMH ","Rappahannock River-Mesohaline Region",,,"02080104","020801040603","51103","VA","Lancaster",,"B",37.66914,-76.55047,363259,4170237,"NAD83 "
"LE3.2N","(Tidal) Long Point Upstream Of Buoy #r8 (North Shore) - Special 1994 Near-Shore Study Only","RPPMH ","Rappahannock River-Mesohaline Region",,,"02080104","020801040603","51103","VA","Lancaster",,"B",37.66736,-76.54079,364109,4170025,"NAD83 "
"LE3.2S","(Tidal) Long Point Upstream Of Buoy #r8 (South Shore) - Special 1994 Near-Shore Study Only","RPPMH ","Rappahannock River-Mesohaline Region",,,"02080104","020801040603","51119","VA","Middlesex",,"B",37.64708,-76.56995,361500,4167818,"NAD83 "
"LE3.3","(Tidal) Corrotoman River; Buoy #r6","CRRMH ","Corrotoman River-Mesohaline Region",,,"02080104","020801040703","51103","VA","Lancaster",,"B",37.68842,-76.47442,370000,4172268,"NAD83 "
"LE3.3A","(Tidal) Corrotoman River; 1984 Station Location","CRRMH ","Corrotoman River-Mesohaline Region",,,"02080104","020801040703","51103","VA","Lancaster",,"B",37.66680,-76.48300,369205,4169881,"NAD83 "
"LE3.4","(Tidal) Orchard Pt; Vims Slack Water","RPPMH ","Rappahannock River-Mesohaline Region",,,"02080104","020801040704","51103","VA","Lancaster",,"B",37.63189,-76.44486,372510,4165955,"NAD83 "
"RET3.1","(Tidal) Rappahannock River North Of Buoy R10; Vims Slack","RPPMH ","Rappahannock River-Mesohaline Region",,,"02080104","020801040406","51057","VA","Essex",,"B",37.91730,-76.82220,339829,4198204,"NAD83 "
"RET3.1N","(Tidal) Rappahannock River North Of Buoy R10; Vims Slack (North Shore) - Special 1994 Near-Shore Study Only","RPPMH ","Rappahannock River-Mesohaline Region",,,"02080104","020801040406","51159","VA","Richmond",,"B",37.92430,-76.81274,340676,4198965,"NAD83 "
"RET3.1S","(Tidal) Rappahannock River North Of Buoy R10; Vims Slack (South Shore) - Special 1994 Near-Shore Study Only","RPPMH ","Rappahannock River-Mesohaline Region",,,"02080104","020801040406","51057","VA","Essex",,"B",37.91541,-76.82468,339607,4197999,"NAD83 "
"RET3.2","(Tidal) Rappahannock River (Vims Slack Water #n16)","RPPMH ","Rappahannock River-Mesohaline Region",,,"02080104","020801040504","51159","VA","Richmond",,"B",37.81158,-76.71195,349305,4186290,"NAD83 "
"RPP001.99","(Tidal) In Shallows Off Of Mosquito Point","RPPMH ","Rappahannock River-Mesohaline Region",,,"02080104","020801040705","51103","VA","Lancaster",,"B",37.61415,-76.32025,383478,4163825,"NAD83 "
"RPP006.96","(Tidal) Shallows Off Of Parrot Island","RPPMH ","Rappahannock River-Mesohaline Region",,,"02080104","020801040705","51119","VA","Middlesex",,"B",37.59248,-76.41168,375372,4161538,"NAD83 "
"RPP010.60","(Tidal) Deq Long Term Monitoring Station","RPPMH ","Rappahannock River-Mesohaline Region",,,"02080104","020801040704","51103","VA","Lancaster",,"B",37.63189,-76.44486,372510,4165955,"NAD83 "
"RPP015.61","(Tidal) Station On Pier At Christchurch School","RPPMH ","Rappahannock River-Mesohaline Region",,,"02080104","020801040603","51119","VA","Middlesex",,"B",37.62083,-76.54645,363525,4164871,"NAD83 "
"RPP017.04","(Tidal) Shallows Off Of Rogue Point","RPPMH ","Rappahannock River-Mesohaline Region",,,"02080104","020801040603","51103","VA","Lancaster",,"B",37.66230,-76.53913,364247,4169461,"NAD83 "
"RPP021.29","(Tidal) Shallows Just Upriver Of Greenvale Creek","RPPMH ","Rappahannock River-Mesohaline Region",,,"02080104","020801040602","51103","VA","Lancaster",,"B",37.71730,-76.55995,362512,4175594,"NAD83 "
"RPP022.94","(Tidal) Shallows Off Of Smoky Point","RPPMH ","Rappahannock River-Mesohaline Region",,,"02080104","020801040602","51119","VA","Middlesex",,"B",37.72515,-76.59703,359258,4176520,"NAD83 "
"RPP025.52","(Tidal) Deq Long Term Monitoring Station Off Green Buoy 11","RPPMH ","Rappahannock River-Mesohaline Region",,,"02080104","020801040602","51119","VA","Middlesex",,"B",37.75925,-76.61592,357659,4180333,"NAD83 "
"RPP029.64","(Tidal) Shallows Down River Of Naylor's Point","RPPMH ","Rappahannock River-Mesohaline Region",,,"02080104","020801040406","51159","VA","Richmond",,"B",37.96400,-76.85560,336996,4203444,"NAD83 "
"RPP031.57","(Tidal) Deq Long Term Monitoring Station Just Inside Red Buoy 16","RPPMH ","Rappahannock River-Mesohaline Region",,,"02080104","020801040504","51057","VA","Essex",,"B",37.80833,-76.71333,349177,4185931,"NAD83 "
"RPP033.29","(Tidal) Staton At Dock Of Bowlers Wharf","NGISS ","Tidal Station No GIS Segment","RPPMH     ","Rappahannock River-Mesohaline Region","02080104","020801040504","51057","VA","Essex",,"B",37.82195,-76.75027,345954,4187503,"NAD83 "
"RPP037.79","(Tidal) Shallows Off Of Accaceek Point","RPPMH ","Rappahannock River-Mesohaline Region",,,"02080104","020801040504","51159","VA","Richmond",,"B",37.87570,-76.76483,344785,4193491,"NAD83 "
"RPP042.12","(Tidal) Deq Long Term Monitoring Station Between Green Buoy 29 And Red Buoy 28","RPPMH ","Rappahannock River-Mesohaline Region",,,"02080104","020801040406","51057","VA","Essex",,"B",37.91730,-76.82220,339829,4198204,"NAD83 "
"RPP051.01","(Tidal) Deq Long Term Monitoring Station Off Of Buoy 40","RPPOH ","Rappahannock River-Oligohaline Region",,,"02080104","020801040305","51159","VA","Richmond",,"B",38.01847,-76.90928,332404,4209584,"NAD83 "
"RPP057.00","(Tidal) Station At Dock At Kendale Farm","RPPOH ","Rappahannock River-Oligohaline Region",,,"02080104","020801040303","51057","VA","Essex",,"B",38.08072,-76.96395,327751,4216592,"NAD83 "
"RPP064.40","(Tidal) Deq Long Term Monitoring Station Off Of Green Buoy 47","RPPTF ","Rappahannock River-Tidal Fresh Region",,,"02080104","020801040303","51057","VA","Essex",,"B",38.11295,-77.05482,319860,4220341,"NAD83 "
"RPP080.19","(Tidal) Deq Long Term Monitoring Station Near Rt 301 Bridge","RPPTF ","Rappahannock River-Tidal Fresh Region",,,"02080104","020801040203","51099","VA","King George",,"B",38.17553,-77.18786,308359,4227552,"NAD83 "
"RPP084.32","(Tidal) Station At Dock At Hicks Landing","RPPTF ","Rappahannock River-Tidal Fresh Region",,,"02080104","020801040203","51033","VA","Caroline",,"B",38.18543,-77.24062,303764,4228761,"NAD83 "
"RPP098.80","(Tidal) Deq Long Term Monitoring Station At Springhill Reach","RPPTF ","Rappahannock River-Tidal Fresh Region",,,"02080104","020801040104","51099","VA","King George",,"B",38.24461,-77.32508,296530,4235511,"NAD83 "
"RPP108.39","(Tidal) Uppermost Station At Fredericksburg","NGISS ","Tidal Station No GIS Segment","RPPTF     ","Rappahannock River-Tidal Fresh Region","02080104","020801040102","51179","VA","Stafford",,"B",38.29650,-77.45317,285472,4241560,"NAD83 "
"TF3.0","(NTN) Rappahannock River Near Fredericksburg; Va ","NTGISS","NonTidal Station Outside of Segment Coverage","RPPTF     ","Rappahannock River-Tidal Fresh Region","02080104","020801040101","51630","VA","Fredericksburg City","01668000","A",38.32236,-77.51806,279875,4244582,"NAD83 "
"TF3.1","(Tidal) Rappahannock River At Rt1 Bridge; Approximately 1-2 Miles Downriver From Embry Dam; Vadeq Sampling Station 3-Rpp110.57","NGISS ","Tidal Station No GIS Segment","RPPTF     ","Rappahannock River-Tidal Fresh Region","02080104","020801040102","51179","VA","Stafford",,"B",38.32013,-77.47137,283951,4244225,"NAD83 "
"TF3.1A","(Tidal) Rappahannock River Below Massaponax Stp","RPPTF ","Rappahannock River-Tidal Fresh Region",,,"02080104","020801040102","51179","VA","Stafford",,"B",38.25541,-77.41165,288985,4236904,"NAD83 "
"TF3.1B","(Tidal) Rappahannock River Downstream Of Fredericksburg; Va At Buoy # 89","RPPTF ","Rappahannock River-Tidal Fresh Region",,,"02080104","020801040201","51099","VA","King George",,"B",38.24628,-77.23344,304555,4235499,"NAD83 "
"TF3.1C","(Tidal) Rappahannock River Near Fredericksburg; Va 100 Yards Below Fmc Discharge","NGISS ","Tidal Station No GIS Segment","RPPTF     ","Rappahannock River-Tidal Fresh Region","02080104","020801040102","51179","VA","Stafford",,"B",38.28291,-77.43359,287145,4240006,"NAD83 "
"TF3.1D","(Tidal) Rappahannock River Near Fredericksburg; Va 100 Yards Below Fredericksburg Stp","RPPTF ","Rappahannock River-Tidal Fresh Region",,,"02080104","020801040102","51179","VA","Stafford",,"B",38.28763,-77.44859,285847,4240565,"NAD83 "
"TF3.1E","(Tidal) Rappahannock River Near Fredericksburg; Va; Buoy112","RPPTF ","Rappahannock River-Tidal Fresh Region",,,"02080104","020801040104","51099","VA","King George",,"B",38.24469,-77.32508,296531,4235520,"NAD83 "
"TF3.1F","Rappahannock River Upstream Fredericksburg Country Club","RPPTF ","Rappahannock River-Tidal Fresh Region",,,"02080104","020801040102","51179","VA","Stafford",,"B",38.26953,-77.42897,287510,4238511,"NAD83 "
"TF3.2","(Tidal) Rappahannock River Just Downstream Of The Port Royal Bridge; #n74","RPPTF ","Rappahannock River-Tidal Fresh Region",,,"02080104","020801040203","51099","VA","King George",,"B",38.17467,-77.18661,308466,4227454,"NAD83 "
"TF3.2A","(Tidal) Rappahannock River One Mile Downstream Of The Port Royal Bridge","RPPTF ","Rappahannock River-Tidal Fresh Region",,,"02080104","020801040303","51057","VA","Essex",,"B",38.11295,-77.05482,319860,4220341,"NAD83 "
"TF3.3","(Tidal) Rappahannock River At Jones Creek? (Vims Slack Water #n40)","RPPOH ","Rappahannock River-Oligohaline Region",,,"02080104","020801040305","51159","VA","Richmond",,"B",38.01847,-76.90928,332404,4209584,"NAD83 "
"2-BCC004.71","(NTN) Back Creek Near Mountain Grove; Va","NTGISS","NonTidal Station Outside of Segment Coverage","JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080201","020802010204","51017","VA","Bath","02011500","A",38.06986,-79.89764,70282,4224906,"NAD83 "
"2-BLP000.79","(NTN) Bullpasture River At Williamsville; Va","NTGISS","NonTidal Station Outside of Segment Coverage","JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080201","020802010605","51017","VA","Bath","02015700","A",38.19528,-79.57072,99668,4237367,"NAD83 "
"JRA.J40","James River at Buchanan Boat Landing",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080201","020802011501","51023","VA","Botetourt",,"A",37.52993,-79.67908,86461,4163961,"NAD83 "
"TUPMP.CRAICR002","Craig Creek",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080201","020802011001","51121","VA","Montgomery",,"A",37.31515,-80.39484,21788,4143505,"NAD83 "
"TUPMP.CRAICR003","Craig Creek",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080201","020802011001","51121","VA","Montgomery",,"A",37.30848,-80.42077,19446,4142896,"NAD83 "
"TUPMP.CRAICR004","Craig Creek",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080201","020802011001","51121","VA","Montgomery",,"A",37.31522,-80.40142,21205,4143546,"NAD83 "
"TUPMP.LIVARU001","Little Valley Run",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080201","020802010102","51017","VA","Bath",,"A",38.19719,-79.68974,89250,4238102,"NAD83 "
"TUPMP.LIVARU002","Little Valley Run",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080201","020802010102","51017","VA","Bath",,"A",38.19429,-79.69249,88993,4237792,"NAD83 "
"TUPMP.UTCRCR001","Unnamed Trib to Craig Creek",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080201","020802011001","51121","VA","Montgomery",,"A",37.31431,-80.40831,20588,4143479,"NAD83 "
"2-CFP004.67","(NTN) Calfpasture River Above Mill Creek At Goshen; Va","NTGISS","NonTidal Station Outside of Segment Coverage","JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080202","020802020105","51163","VA","Rockbridge","02020500","A",37.98717,-79.49408,105264,4213930,"NAD83 "
"2-MRY014.78","(NTN) Maury River Near Buena Vista; Va","NTGISS","NonTidal Station Outside of Segment Coverage","JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080202","020802020501","51163","VA","Rockbridge","02024000","A",37.75222,-79.39195,113009,4187414,"NAD83 "
"JRA.M05","Maury River at Ben Salem Wayside",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080202","020802020501","51163","VA","Rockbridge",,"A",37.75346,-79.39232,112982,4187554,"NAD83 "
"TUPMP.HODGDR001","Hodges Draft",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080202","020802020103","51015","VA","Augusta",,"A",38.27493,-79.38364,116482,4245418,"NAD83 "
"TUPMP.HODGDR002","Hodges Draft",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080202","020802020103","51015","VA","Augusta",,"A",38.26031,-79.37106,117506,4243742,"NAD83 "
"TUPMP.HODGDR003","Hodges Draft",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080202","020802020103","51015","VA","Augusta",,"A",38.23334,-79.34763,119416,4240651,"NAD83 "
"TUPMP.RAMSDR003","Ramseys Draft",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080202","020802020102","51015","VA","Augusta",,"A",38.27592,-79.33541,120708,4245328,"NAD83 "
"TUPMP.RAMSDR004","Ramseys Draft",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080202","020802020102","51015","VA","Augusta",,"A",38.29134,-79.34538,119916,4247081,"NAD83 "
"TUPMP.RAMSDR005","Ramseys Draft",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080202","020802020102","51015","VA","Augusta",,"A",38.24426,-79.33488,120590,4241811,"NAD83 "
"TUPMP.RAMSDR006","Ramseys Draft",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080202","020802020102","51015","VA","Augusta",,"A",38.30954,-79.35950,118776,4249160,"NAD83 "
"TUPMP.UTMICR001","Unnamed Trib to Mill Creek",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080202","020802020106","51017","VA","Bath",,"A",38.12785,-79.49928,105565,4229573,"NAD83 "
"TUPMP.UTMICR002","Unnamed Trib to Mill Creek",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080202","020802020106","51017","VA","Bath",,"A",38.13684,-79.49133,106311,4230538,"NAD83 "
"2-JMS229.14","(Ntid) Rt. 60 At Bent Creek","NTGISS","NonTidal Station Outside of Segment Coverage","JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080203","020802030802","51125","VA","Nelson",,"A",37.53653,-78.82918,161638,4161288,"NAD83 "
"2-JMS279.41","(NTN) James River At Blue Ridge Pkwy Near Big Island; Va","NTGISS","NonTidal Station Outside of Segment Coverage","JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080203","020802030101","51009","VA","Amherst","02024752","A",37.55546,-79.36701,114188,4165466,"NAD83 "
"2-PNY005.29","(Ntid) Rt. 151 Bridge At Gaging Station Nelson; Piney River At Piney River","NTGISS","NonTidal Station Outside of Segment Coverage","JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080203","020802030505","51009","VA","Amherst","02027500","A",37.70250,-79.02750,144898,4180447,"NAD83 "
"ACB.MJTR","Tye River",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080203","020802030701","51125","VA","Nelson",,"A",37.63453,-78.90417,155461,4172440,"NAD83 "
"JRA.J30","James River at Scottsville Boat Landing",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080203","020802031104","51065","VA","Fluvanna",,"A",37.79753,-78.49055,192650,4189092,"NAD83 "
"JRA.J35","James River at Riveredge Park Boat Landing",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080203","020802030305","51009","VA","Amherst",,"A",37.41605,-79.13675,133859,4149066,"NAD83 "
"TUPMP.COONHO001","Coon Hollow",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080203","020802031003","51125","VA","Nelson",,"A",37.71921,-78.77688,167078,4181380,"NAD83 "
"TUPMP.DAVICR002","Davis Creek",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080203","020802030903","51125","VA","Nelson",,"A",37.83057,-78.84819,161300,4193999,"NAD83 "
"TUPMP.DAVICR003","Davis Creek",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080203","020802030903","51125","VA","Nelson",,"A",37.83567,-78.83521,162466,4194518,"NAD83 "
"TUPMP.DUTCCR001","Dutch Creek",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080203","020802031002","51125","VA","Nelson",,"A",37.75982,-78.79531,165637,4185954,"NAD83 "
"TUPMP.DUTCCR002","Dutch Creek",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080203","020802031002","51125","VA","Nelson",,"A",37.76313,-78.78551,166515,4186286,"NAD83 "
"TUPMP.FALLRU002","Falls Run",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080203","020802031002","51125","VA","Nelson",,"A",37.79052,-78.79678,165645,4189368,"NAD83 "
"TUPMP.FALLRU003","Falls Run",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080203","020802031002","51125","VA","Nelson",,"A",37.77740,-78.79425,165809,4187901,"NAD83 "
"TUPMP.FENTCR001","Fenton Creek",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080203","020802030902","51125","VA","Nelson",,"A",37.90065,-78.97230,150704,4202237,"NAD83 "
"TUPMP.GULLCR001","Gullysville Creek",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080203","020802030903","51125","VA","Nelson",,"A",37.86139,-78.86194,160230,4197470,"NAD83 "
"TUPMP.JAMERI001","James River",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080203","020802030804","51029","VA","Buckingham",,"A",37.68766,-78.69263,174370,4177581,"NAD83 "
"TUPMP.JAMERI002","James River",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080203","020802030803","51125","VA","Nelson",,"A",37.63611,-78.72010,171719,4171955,"NAD83 "
"TUPMP.LIMACR001","Little Mahoning Creek",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080203","020802030902","51125","VA","Nelson",,"A",37.88137,-78.91967,155243,4199900,"NAD83 "
"TUPMP.MATTCR002","Matthews Creek",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080203","020802031302","51029","VA","Buckingham",,"A",37.56940,-78.65950,176779,4164339,"NAD83 "
"TUPMP.MAYOCR002","Mayo Creek",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080203","020802030804","51125","VA","Nelson",,"A",37.66197,-78.71965,171872,4174824,"NAD83 "
"TUPMP.RIPLCR003","Ripley Creek NB",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080203","020802031304","51029","VA","Buckingham",,"A",37.59702,-78.63690,178895,4167328,"NAD83 "
"TUPMP.RIPLCR004","Ripley Creek SB",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080203","020802031304","51029","VA","Buckingham",,"A",37.58535,-78.64719,177935,4166067,"NAD83 "
"TUPMP.SFRORI001","South Fork Rockfish River",,,"JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080203","020802030902","51125","VA","Nelson",,"A",37.89462,-78.97345,150574,4201571,"NAD83 "
